source_work_item_id,target_work_item_id,type,min_lag_d,typ_lag_d,max_lag_d,critical,note,policy_dep_type,constraint_id,window_id
MS_proj_019_construction,MS_proj_019_construction,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
MS_proj_019_construction,MS_proj_019_construction,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10015-0_0e2230__bat_migration_blackout__window,POLICY_BLACKOUT,plant_eia-10015-0_0e2230__bat_migration_blackout,plant_eia-10015-0_0e2230__bat_migration_blackout__window
MS_proj_019_construction,MS_proj_019_construction,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
MS_proj_019_construction,MS_proj_019_commissioning,FS,5,5,10,FALSE,policy_buffer +5d,POLICY_BUFFER,plant_eia-10020-0_6bff7e__h2s_emissions_controls,
MS_proj_019_construction,MS_proj_019_commissioning,FS,15,15,20,FALSE,policy_buffer +15d,POLICY_BUFFER,PLANT_GASTON_U2__refuel_outage_buffer,
MS_proj_019_construction,MS_proj_019_construction,FF,0,0,0,FALSE,policy_blackout window=PLANT_GASTON_U3__bat_migration_blackout__window,POLICY_BLACKOUT,PLANT_GASTON_U3__bat_migration_blackout,PLANT_GASTON_U3__bat_migration_blackout__window
MS_proj_019_construction,MS_proj_019_construction,FF,0,0,0,FALSE,policy_blackout window=ERCOT__extreme_heat_emergency__window,POLICY_BLACKOUT,ERCOT__extreme_heat_emergency,ERCOT__extreme_heat_emergency__window
MS_proj_019_construction,MS_proj_019_construction,FF,0,0,0,FALSE,policy_blackout window=MISO__extreme_heat_emergency__window,POLICY_BLACKOUT,MISO__extreme_heat_emergency,MISO__extreme_heat_emergency__window
MS_proj_019_construction,MS_proj_019_construction,FF,0,0,0,FALSE,policy_blackout window=NEISO__extreme_heat_emergency__window,POLICY_BLACKOUT,NEISO__extreme_heat_emergency,NEISO__extreme_heat_emergency__window
MS_proj_019_construction,MS_proj_019_construction,FF,0,0,0,FALSE,policy_blackout window=PJM__extreme_heat_emergency__window,POLICY_BLACKOUT,PJM__extreme_heat_emergency,PJM__extreme_heat_emergency__window
MS_proj_019_construction,MS_proj_019_construction,FF,0,0,0,FALSE,policy_blackout window=SPP__extreme_heat_emergency__window,POLICY_BLACKOUT,SPP__extreme_heat_emergency,SPP__extreme_heat_emergency__window
MS_proj_020_engineering,MS_proj_020_commissioning,FS,2,2,7,FALSE,policy_buffer +2d,POLICY_BUFFER,plant_gpc-bartletts-ferry-5-6_58bb51__general_env_review,
MS_proj_020_construction,MS_proj_020_construction,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
MS_proj_020_engineering,MS_proj_020_procurement,FS,30,30,37,TRUE,policy_gate notice>=30d,POLICY_GATE,PLANT_DAHLBERG_CT_135__pipeline_coordination_notice,
MS_proj_020_construction,MS_proj_020_construction,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10015-0_0e2230__bat_migration_blackout__window,POLICY_BLACKOUT,plant_eia-10015-0_0e2230__bat_migration_blackout,plant_eia-10015-0_0e2230__bat_migration_blackout__window
MS_proj_020_construction,MS_proj_020_construction,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
MS_proj_020_engineering,MS_proj_020_commissioning,FS,5,5,10,FALSE,policy_buffer +5d,POLICY_BUFFER,plant_eia-10020-0_6bff7e__h2s_emissions_controls,
MS_proj_020_engineering,MS_proj_020_commissioning,FS,15,15,20,FALSE,policy_buffer +15d,POLICY_BUFFER,PLANT_GASTON_U2__refuel_outage_buffer,
MS_proj_020_engineering,MS_proj_020_procurement,FS,14,14,21,TRUE,policy_gate notice>=14d,POLICY_GATE,PLANT_GASTON_U2__security_restrictions_heavy_lifts,
MS_proj_021_engineering,MS_proj_021_commissioning,FS,2,2,7,FALSE,policy_buffer +2d,POLICY_BUFFER,plant_gpc-bartletts-ferry-5-6_58bb51__general_env_review,
MS_proj_021_construction,MS_proj_021_construction,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
MS_proj_021_engineering,MS_proj_021_procurement,FS,30,30,37,TRUE,policy_gate notice>=30d,POLICY_GATE,PLANT_DAHLBERG_CT_135__pipeline_coordination_notice,
MS_proj_021_engineering,MS_proj_021_commissioning,FS,5,5,10,FALSE,policy_buffer +5d,POLICY_BUFFER,plant_eia-10020-0_6bff7e__h2s_emissions_controls,
MS_proj_021_engineering,MS_proj_021_commissioning,FS,15,15,20,FALSE,policy_buffer +15d,POLICY_BUFFER,PLANT_GASTON_U2__refuel_outage_buffer,
MS_proj_021_engineering,MS_proj_021_procurement,FS,14,14,21,TRUE,policy_gate notice>=14d,POLICY_GATE,PLANT_GASTON_U2__security_restrictions_heavy_lifts,
MS_tall_wind_demo_engineering,MS_tall_wind_demo_commissioning,FS,2,2,7,FALSE,policy_buffer +2d,POLICY_BUFFER,plant_gpc-bartletts-ferry-5-6_58bb51__general_env_review,
MS_tall_wind_demo_construction,MS_tall_wind_demo_construction,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
MS_tall_wind_demo_engineering,MS_tall_wind_demo_procurement,FS,30,30,37,TRUE,policy_gate notice>=30d,POLICY_GATE,PLANT_DAHLBERG_CT_135__pipeline_coordination_notice,
MS_tall_wind_demo_construction,MS_tall_wind_demo_construction,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10015-0_0e2230__bat_migration_blackout__window,POLICY_BLACKOUT,plant_eia-10015-0_0e2230__bat_migration_blackout,plant_eia-10015-0_0e2230__bat_migration_blackout__window
MS_tall_wind_demo_construction,MS_tall_wind_demo_construction,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
MS_tall_wind_demo_engineering,MS_tall_wind_demo_commissioning,FS,5,5,10,FALSE,policy_buffer +5d,POLICY_BUFFER,plant_eia-10020-0_6bff7e__h2s_emissions_controls,
MS_tall_wind_demo_engineering,MS_tall_wind_demo_commissioning,FS,15,15,20,FALSE,policy_buffer +15d,POLICY_BUFFER,PLANT_GASTON_U2__refuel_outage_buffer,
MS_tall_wind_demo_engineering,MS_tall_wind_demo_procurement,FS,14,14,21,TRUE,policy_gate notice>=14d,POLICY_GATE,PLANT_GASTON_U2__security_restrictions_heavy_lifts,
MS_tall_wind_demo_construction,MS_tall_wind_demo_construction,FF,0,0,0,FALSE,policy_blackout window=PLANT_GASTON_U3__bat_migration_blackout__window,POLICY_BLACKOUT,PLANT_GASTON_U3__bat_migration_blackout,PLANT_GASTON_U3__bat_migration_blackout__window
MS_tall_wind_demo_construction,MS_tall_wind_demo_construction,FF,0,0,0,FALSE,policy_blackout window=ERCOT__extreme_heat_emergency__window,POLICY_BLACKOUT,ERCOT__extreme_heat_emergency,ERCOT__extreme_heat_emergency__window
MS_tall_wind_demo_construction,MS_tall_wind_demo_construction,FF,0,0,0,FALSE,policy_blackout window=MISO__extreme_heat_emergency__window,POLICY_BLACKOUT,MISO__extreme_heat_emergency,MISO__extreme_heat_emergency__window
MS_tall_wind_demo_construction,MS_tall_wind_demo_construction,FF,0,0,0,FALSE,policy_blackout window=NEISO__extreme_heat_emergency__window,POLICY_BLACKOUT,NEISO__extreme_heat_emergency,NEISO__extreme_heat_emergency__window
MS_tall_wind_demo_construction,MS_tall_wind_demo_construction,FF,0,0,0,FALSE,policy_blackout window=PJM__extreme_heat_emergency__window,POLICY_BLACKOUT,PJM__extreme_heat_emergency,PJM__extreme_heat_emergency__window
MS_tall_wind_demo_construction,MS_tall_wind_demo_construction,FF,0,0,0,FALSE,policy_blackout window=SPP__extreme_heat_emergency__window,POLICY_BLACKOUT,SPP__extreme_heat_emergency,SPP__extreme_heat_emergency__window
source_work_item_id,target_work_item_id,type,min_lag_d,typ_lag_d,max_lag_d,critical,note,policy_dep_type,constraint_id,window_id
MS_proj_009_commissioning,retire_Plant28_MS3,FS,14,30,60,TRUE,Coal retirement gated by 400 MW replacement capacity online; regional adequacy requirement,reliability_constraint,PC-REL-001,
MS_proj_020_commissioning,retire_bowen_1_2_MS3,FS,14,30,60,TRUE,100 MW solar must commission before 350 MW coal retirement; environmental offset requirement,environmental,PC-ENV-002,
MS_BESS-PV-COLOC-200-200_commissioning,retire_bowen_1_2_MS3,FS,14,30,60,TRUE,200 MW BESS contributes to replacement capacity for coal retirement,reliability_constraint,PC-REL-002,
MS_proj_020_construction,MS_BESS-PV-COLOC-200-200_construction,SS,90,120,180,FALSE,Both projects at Mountain Solar site; stagger construction to avoid laydown area conflicts,site_constraint,,WIN-MOUNTAIN-SOLAR
NU-UP-VOG1_MS5,NU-UP-VOG2_MS5,SS,180,270,365,TRUE,Sequential outage windows at same nuclear plant to maintain regional adequacy,site_constraint,PC-SITE-001,WIN-GASTON-OUTAGES
NU-UP-VOG1_MS7,NU-UP-VOG2_MS7,FS,60,90,120,TRUE,Shared NRC-certified nuclear commissioning team; sequential deployment required,resource_constraint,,RES-NUC-COMM-TEAM
hydro_mod_sinclair_MS7,HY-BARTLETT56-MOD_MS7,FS,30,45,60,TRUE,Shared specialized hydro modernization contractor; sequential commissioning. CORRECTED: Sinclair finishes first (3/16/2027) then Bartlett (10/31/2032),resource_constraint,,RES-HYDRO-MOD-CREW
MS_ppa_dahlberg_1_3_5_commissioning,MCI-NGCC-10-11-7FA05_MS7,FS,45,60,90,FALSE,Shared gas turbine commissioning team; preferably sequential for efficiency,resource_constraint,,RES-GAS-COMM-TEAM
MS_proj_021_commissioning,MS_proj_020_interconnection,FS,14,21,45,TRUE,800 MW transmission project must energize before 100 MW solar can interconnect; grid capacity constraint,transmission_dependency,PC-TRANS-001,
Cape_Wind_new_build_interconnection,MS_BESS-PV-COLOC-200-200_interconnection,FS,30,60,90,TRUE,ISO interconnection queue position sequencing; Cape Wind is first in queue,interconnection_queue,PC-ISO-QUEUE-001,
MCI-NGCC-10-11-7FA05_MS5,HY-BARTLETT56-MOD_MS5,SS,180,210,240,TRUE,Regional reliability policy: max 2 major outages >100 MW simultaneously in region,regional_reliability,PC-MISO-OUTAGE-001,WIN-MISO-Q4-2032
MS_ppa_dahlberg_1_3_5_procurement,MCI-NGCC-10-11-7FA05_MS3,FS,90,120,150,FALSE,GE 7FA turbine components on allocation; vendor can only fulfill one major order per quarter,supply_chain,,SC-GE-7FA-PARTS
MS_tall_wind_demo_commissioning,Cape_Wind_new_build_construction,FS,180,270,365,FALSE,Tall wind technology demonstration must validate performance for 6-12 months before commercial-scale construction,technical_gate,,TECH-TALL-WIND-DEMO
Cape_Wind_new_build_engineering,MS_tall_wind_demo_engineering,SS,90,120,180,FALSE,Stagger environmental permit submissions to avoid overwhelming regulatory staff; both require avian impact studies,regulatory_constraint,,REG-AVIAN-PERMITS
NU-UP-VOG1_MS8,NU-UP-retire_MS3,FS,90,120,180,TRUE,Nuclear uprate 1 must return to service before Vogtle 3 retirement can begin decommissioning,reliability_constraint,PC-REL-003,
NU-UP-VOG2_MS8,NU-UP-retire_MS3,FS,90,120,180,TRUE,Nuclear uprate 2 must return to service before Vogtle 3 retirement can begin decommissioning,reliability_constraint,PC-REL-003,
MS_proj_019_commissioning_complete,MS_proj_021_construction,FS,30,60,90,FALSE,Phase 1 transmission upgrade provides construction access roads for Phase 2 transmission project,transmission_dependency,,TRANS-PHASE-SEQ
